,Dataset,Datatype,Train Set,Train Sparsity,Evaluation Set,Evaluation Sparsity,Embedding Method,Prediction Method,Task,Accuracy,RMSE
54,Smartvote,Original,Train,20,Test,20,Baseline,Mean,Fit,1.0,3.570852063498481e-18
55,Smartvote,Original,Train,20,Test,20,Baseline,Mean,Impute,0.6622988505747127,0.3678422611594937
56,Smartvote,Original,Train,20,Test,20,Baseline,Mean,Overall,0.9324597701149426,0.07356845223189874
57,Smartvote,Original,Train,30,Train,30,Baseline,Mean,Fit,1.0,2.347601815125833e-18
58,Smartvote,Original,Train,30,Train,30,Baseline,Mean,Impute,0.6696278444120614,0.3648228388836012
59,Smartvote,Original,Train,30,Train,30,Baseline,Mean,Overall,0.9030908343608713,0.10701469940585634
60,Smartvote,Original,Train,30,Test,30,Baseline,Mean,Fit,1.0,3.7126127486069434e-18
61,Smartvote,Original,Train,30,Test,30,Baseline,Mean,Impute,0.6774294670846395,0.3667951674782545
62,Smartvote,Original,Train,30,Test,30,Baseline,Mean,Overall,0.9053793103448275,0.10759324912695466
63,Smartvote,Original,Train,40,Train,40,Baseline,Mean,Fit,1.0,3.894457248495798e-18
64,Smartvote,Original,Train,40,Train,40,Baseline,Mean,Impute,0.6713522400328813,0.3647434061375997
65,Smartvote,Original,Train,40,Train,40,Baseline,Mean,Overall,0.8685408960131524,0.1458973624550399
66,Smartvote,Original,Train,40,Test,40,Baseline,Mean,Fit,1.0,2.2531712872244054e-18
67,Smartvote,Original,Train,40,Test,40,Baseline,Mean,Impute,0.6629885057471264,0.3678154301443548
68,Smartvote,Original,Train,40,Test,40,Baseline,Mean,Overall,0.8651954022988506,0.14712617205774192
69,Smartvote,Original,Train,80,Train,80,Baseline,Mean,Fit,1.0,3.832994307699316e-18
70,Smartvote,Original,Train,80,Train,80,Baseline,Mean,Impute,0.6694923962186601,0.3664381352275674
71,Smartvote,Original,Train,80,Train,80,Baseline,Mean,Overall,0.735593916974928,0.29315050818205396
