,Dataset,Datatype,Train Set,Train Sparsity,Evaluation Set,Evaluation Sparsity,Embedding Method,Prediction Method,Task,Accuracy,RMSE
79,Smartvote,Original,Train,0,Test,20,NOMINATE,IRT,Impute,0.8213793103448276,0.2756110955799084
80,Smartvote,Original,Train,0,Test,20,NOMINATE,IRT,Overall,0.830896551724138,0.26761343090443984
81,Smartvote,Binary,Train,0,Test,20,NOMINATE,IRT,Fit,0.8332758620689655,0.34812200021839296
82,Smartvote,Binary,Train,0,Test,20,NOMINATE,IRT,Impute,0.8213793103448276,0.36187509438083443
83,Smartvote,Binary,Train,0,Test,20,NOMINATE,IRT,Overall,0.830896551724138,0.35087261905088124
84,Smartvote,Original,Train,0,Test,30,NOMINATE,IRT,Fit,0.8325309043591411,0.2666376380941927
85,Smartvote,Original,Train,0,Test,30,NOMINATE,IRT,Impute,0.8142633228840126,0.2784220065311058
86,Smartvote,Original,Train,0,Test,30,NOMINATE,IRT,Overall,0.8271724137931035,0.27009438616902054
87,Smartvote,Binary,Train,0,Test,30,NOMINATE,IRT,Fit,0.8325309043591411,0.3478735291261794
88,Smartvote,Binary,Train,0,Test,30,NOMINATE,IRT,Impute,0.8142633228840126,0.3639669841407738
89,Smartvote,Binary,Train,0,Test,30,NOMINATE,IRT,Overall,0.8271724137931035,0.35259427593046044
90,Smartvote,Original,Train,0,Test,40,NOMINATE,IRT,Fit,0.8366283524904214,0.26289083613537984
91,Smartvote,Original,Train,0,Test,40,NOMINATE,IRT,Impute,0.8147126436781609,0.28045650326867305
92,Smartvote,Original,Train,0,Test,40,NOMINATE,IRT,Overall,0.8278620689655173,0.26991710298869714
93,Smartvote,Binary,Train,0,Test,40,NOMINATE,IRT,Fit,0.8366283524904214,0.34581870819508614
94,Smartvote,Binary,Train,0,Test,40,NOMINATE,IRT,Impute,0.8147126436781609,0.3641621295779442
95,Smartvote,Binary,Train,0,Test,40,NOMINATE,IRT,Overall,0.8278620689655173,0.35315607674822935
96,Smartvote,Original,Train,0,Test,80,NOMINATE,IRT,Fit,0.8510344827586207,0.25386576028152713
97,Smartvote,Original,Train,0,Test,80,NOMINATE,IRT,Impute,0.7930459770114943,0.29820852497957606
98,Smartvote,Original,Train,0,Test,80,NOMINATE,IRT,Overall,0.8046436781609196,0.28933997203996625
99,Smartvote,Binary,Train,0,Test,80,NOMINATE,IRT,Fit,0.8510344827586207,0.3320451982953432
100,Smartvote,Binary,Train,0,Test,80,NOMINATE,IRT,Impute,0.7930459770114943,0.38170759409057226
101,Smartvote,Binary,Train,0,Test,80,NOMINATE,IRT,Overall,0.8046436781609196,0.3717751149315265
102,Smartvote,Original,Train,0,Test,90,NOMINATE,IRT,Fit,0.8871921182266009,0.2401190485390902
103,Smartvote,Original,Train,0,Test,90,NOMINATE,IRT,Impute,0.7724645030425963,0.32123067815752726
104,Smartvote,Original,Train,0,Test,90,NOMINATE,IRT,Overall,0.7831724137931034,0.3136602593931398
105,Smartvote,Binary,Train,0,Test,90,NOMINATE,IRT,Fit,0.8871921182266009,0.3004956369509939
106,Smartvote,Binary,Train,0,Test,90,NOMINATE,IRT,Impute,0.7724645030425963,0.40143407153533955
107,Smartvote,Binary,Train,0,Test,90,NOMINATE,IRT,Overall,0.7831724137931034,0.392013150974134
108,Smartvote,Original,Train,0,Test,50,NOMINATE,IRT,Fit,0.8409133271202237,0.2627269311168712
109,Smartvote,Original,Train,0,Test,50,NOMINATE,IRT,Impute,0.8073502722323049,0.2808669928228219
110,Smartvote,Original,Train,0,Test,50,NOMINATE,IRT,Overall,0.8239080459770115,0.2719178957145529
111,Smartvote,Binary,Train,0,Test,50,NOMINATE,IRT,Fit,0.8409133271202237,0.34361079297941366
112,Smartvote,Binary,Train,0,Test,50,NOMINATE,IRT,Impute,0.8073502722323049,0.3663851582089078
113,Smartvote,Binary,Train,0,Test,50,NOMINATE,IRT,Overall,0.8239080459770115,0.3551498046956907
114,Smartvote,Original,Train,0,Test,60,NOMINATE,IRT,Fit,0.8398850574712644,0.2598408572549861
115,Smartvote,Original,Train,0,Test,60,NOMINATE,IRT,Impute,0.8039080459770115,0.28784778269903705
116,Smartvote,Original,Train,0,Test,60,NOMINATE,IRT,Overall,0.8182988505747126,0.27664501252141666
117,Smartvote,Binary,Train,0,Test,60,NOMINATE,IRT,Fit,0.8398850574712644,0.3406135974869941
118,Smartvote,Binary,Train,0,Test,60,NOMINATE,IRT,Impute,0.8039080459770115,0.3713624904015184
119,Smartvote,Binary,Train,0,Test,60,NOMINATE,IRT,Overall,0.8182988505747126,0.3590629332357087
120,Smartvote,Original,Train,0,Test,0,NOMINATE,IRT,Fit,0.8319540229885057,0.2661468562210421
121,Smartvote,Original,Train,0,Test,0,NOMINATE,IRT,Impute,,
122,Smartvote,Original,Train,0,Test,0,NOMINATE,IRT,Overall,0.8319540229885057,0.2661468562210421
123,Smartvote,Binary,Train,0,Test,0,NOMINATE,IRT,Fit,0.8319540229885057,0.34967222267639825
124,Smartvote,Binary,Train,0,Test,0,NOMINATE,IRT,Impute,,
125,Smartvote,Binary,Train,0,Test,0,NOMINATE,IRT,Overall,0.8319540229885057,0.34967222267639825
126,Smartvote,Original,Train,0,Test,70,NOMINATE,IRT,Fit,0.8461769115442279,0.2568470999240732
127,Smartvote,Original,Train,0,Test,70,NOMINATE,IRT,Impute,0.8041114058355437,0.2880075113942734
128,Smartvote,Original,Train,0,Test,70,NOMINATE,IRT,Overall,0.8170114942528736,0.2784516518767453
129,Smartvote,Binary,Train,0,Test,70,NOMINATE,IRT,Fit,0.8461769115442279,0.3361901501695068
130,Smartvote,Binary,Train,0,Test,70,NOMINATE,IRT,Impute,0.8041114058355437,0.37229122095884093
131,Smartvote,Binary,Train,0,Test,70,NOMINATE,IRT,Overall,0.8170114942528736,0.3612202259167785
132,Smartvote,Original,Train,0,Test,10,NOMINATE,IRT,Fit,0.8319608852290272,0.2661147869072741
133,Smartvote,Original,Train,0,Test,10,NOMINATE,IRT,Impute,0.8176724137931035,0.27477662049714663
134,Smartvote,Original,Train,0,Test,10,NOMINATE,IRT,Overall,0.8304367816091953,0.2670387158235272
135,Smartvote,Binary,Train,0,Test,10,NOMINATE,IRT,Fit,0.8319608852290272,0.348959497484686
136,Smartvote,Binary,Train,0,Test,10,NOMINATE,IRT,Impute,0.8176724137931035,0.3623300635803643
137,Smartvote,Binary,Train,0,Test,10,NOMINATE,IRT,Overall,0.8304367816091953,0.3503856912015584
138,Smartvote,Original,Train,20,Train,20,NOMINATE,IRT,Fit,0.8314221126181669,0.2685742057313323
139,Smartvote,Original,Train,20,Train,20,NOMINATE,IRT,Impute,0.8159884915741882,0.2780592113834692
140,Smartvote,Original,Train,20,Train,20,NOMINATE,IRT,Overall,0.8283353884093713,0.2704712068617597
141,Smartvote,Binary,Train,20,Train,20,NOMINATE,IRT,Fit,0.8314221126181669,0.35462812974012825
142,Smartvote,Binary,Train,20,Train,20,NOMINATE,IRT,Impute,0.8159884915741882,0.36664971692333614
143,Smartvote,Binary,Train,20,Train,20,NOMINATE,IRT,Overall,0.8283353884093713,0.35703244717676985
144,Smartvote,Original,Train,20,Test,20,NOMINATE,IRT,Fit,0.8306321839080459,0.2697812468601733
145,Smartvote,Original,Train,20,Test,20,NOMINATE,IRT,Impute,0.816551724137931,0.2807980154517389
146,Smartvote,Original,Train,20,Test,20,NOMINATE,IRT,Overall,0.8278160919540231,0.27198460057848645
147,Smartvote,Binary,Train,20,Test,20,NOMINATE,IRT,Fit,0.8306321839080459,0.3533278461005757
148,Smartvote,Binary,Train,20,Test,20,NOMINATE,IRT,Impute,0.816551724137931,0.3679221123967101
