,x,y
609,3.1539743,3.3120463
610,-4.597545,2.8467157
611,5.998347,4.1749597
612,5.53829,-4.3658347
613,2.4676116,3.0528767
614,4.920133,-4.095473
615,1.8409253,-1.8565898
616,4.0822873,-0.89846367
617,6.8632727,-2.3850355
618,-5.791639,8.259382
619,1.7962574,-0.41623276
620,6.4688835,-0.15592983
621,7.7933583,-4.794351
622,12.711127,-13.7844095
623,-0.025255945,2.3084104
624,-5.925789,2.9754863
625,5.816628,0.78560156
626,1.4102026,-0.9622671
627,-0.5247024,-0.28608587
629,2.3447316,2.9168506
630,4.64217,-0.27953345
632,12.079115,-10.876792
633,12.319283,-10.721614
634,12.828164,-8.099459
635,16.301588,-13.571268
636,12.288336,-10.49601
637,0.3194556,3.3642814
638,2.9308128,1.2545035
639,6.672042,0.3276289
640,6.813275,1.1666718
641,9.329461,-1.5642266
642,-3.2678828,3.6225302
643,-1.6794213,5.6881986
645,-1.3359603,0.19184168
646,-3.7199585,6.657893
647,2.455101,2.029574
648,10.733914,-9.726477
649,2.9000733,-1.1639082
650,5.485056,4.028582
651,-2.4858167,-0.40158945
652,2.9437907,0.45240012
653,1.1704376,-1.2673852
656,8.840175,-0.21993849
657,3.093168,-0.70253587
658,2.219242,-0.38906634
659,1.609948,-0.28770602
661,6.038615,1.9258533
662,6.171202,4.0990434
663,9.03207,-1.1130006
664,12.934128,-12.472867
665,4.0196157,1.589694
666,14.1788,-15.070572
667,0.3464144,-0.5549904
668,4.027096,-1.3270657
669,5.770573,-0.48919404
671,6.502577,-4.4763374
673,1.3184698,-2.5018406
674,1.9091886,-0.78103244
675,2.9596443,2.0473485
676,1.9035199,-0.8648847
677,3.6362932,1.1911595
678,0.5519142,0.6544211
679,-2.135251,1.0764327
680,1.1457025,-1.9934323
681,18.16676,-14.219898
682,-4.6845593,4.99173
683,-2.2765322,9.544217
684,3.5382078,4.9524703
685,-2.5186563,4.2072463
686,10.244164,-1.1135249
689,2.2399948,-1.830966
690,3.6042917,-2.19363
691,1.9431868,-0.3776158
692,3.0162964,3.1451962
694,3.4401093,1.0012733
695,11.895781,-9.146209
696,0.9413085,0.7004587
697,0.78754854,-1.0963945
699,3.8996944,-0.37381876
700,5.535872,-0.08736497
701,10.651375,1.2974994
702,6.6680546,-8.2878475
703,9.849526,-9.173466
704,13.563806,-14.591552
705,4.5963783,-3.2465675
707,6.2730727,3.7131484
708,8.868814,-0.51310533
709,1.1551291,-0.6656752
711,-7.3167667,3.622806
712,4.705172,-6.067476
713,7.0327735,4.5444007
715,0.8974519,4.791004
718,16.627201,-14.800057
719,8.6143465,-9.502628
720,13.814627,-9.822086
721,4.799518,-6.9284663
722,15.617582,-10.811568
723,14.350292,-10.802933
724,7.683558,-4.3377767
725,16.340828,-12.172525
727,0.5519055,2.2178452
728,4.713197,-7.448651
729,10.01787,-9.486569
730,1.977684,2.2858496
731,3.1072412,1.8584368
732,3.163936,1.7399111
733,2.879628,0.509732
735,8.441554,-0.94357747
737,-1.195829,3.613995
738,5.463363,-2.3883238
739,2.7753372,3.6035206
740,10.365289,-6.152917
741,3.1702137,-0.2938044
742,-3.4762745,1.828552
743,-1.4568948,-1.3193812
744,2.458324,2.5479069
746,4.0067916,0.22547925
747,8.477127,-4.393368
748,0.20484653,-0.15939075
749,-2.5052958,2.1701884
750,13.19373,-10.473518
751,3.1598954,-0.115069956
752,8.550725,0.5899439
753,2.4332488,3.1294405
754,4.623823,2.692385
755,-0.020771097,-0.7884578
756,1.8328424,0.15625288
757,0.50986046,-0.86502486
758,8.601079,-2.4642515
759,6.868142,-4.9834733
760,6.603834,-5.9617934
761,14.325016,-8.803754
764,2.861083,2.0584238
765,3.2336395,2.0064843
766,2.7832768,-0.06829506
768,3.2358866,-2.1127424
769,1.3589836,0.9372783
770,-3.3918273,4.7752705
771,1.7525028,1.7624738
772,-0.15579268,3.419658
773,0.66639984,5.403595
774,1.5847021,-0.34884113
775,2.9373689,1.6433051
776,-3.220002,0.982317
777,6.3797,-1.5287137
778,4.4613967,0.31042856
779,4.4630446,1.5186863
780,4.9367943,1.2882438
781,5.590901,-5.321863
783,4.788025,1.663693
784,5.987518,-0.8671325
785,11.667417,-11.028828
787,4.8324757,-0.44734997
788,9.024009,-1.8524909
789,-5.2304125,6.119654
791,9.100243,-9.594136
792,7.902617,-6.517885
793,-2.8056598,1.9231975
794,5.1057186,-6.976531
795,13.574713,-13.837879
796,10.271561,-12.818975
797,-2.7981026,3.0121586
798,-2.6178777,3.2941248
801,3.3028893,6.3187118
802,0.8554069,0.6542609
803,6.332709,3.505972
804,-0.08356489,5.3993006
805,1.942731,-1.2815642
806,2.3878357,-0.3675083
807,0.2180003,-0.8808386
808,0.6007432,0.36400127
809,1.9810344,0.56036526
810,5.848107,0.07601542
811,7.5684686,-4.734969
813,16.157545,-14.804423
814,10.670545,-6.4251986
815,2.3487625,-3.6555836
816,6.7683887,-4.37528
818,10.919885,-10.940856
820,-5.2648883,7.9813256
821,-6.672449,8.693192
822,-3.8094757,5.723487
823,2.1539545,3.9628656
824,0.32710323,3.0884082
825,-3.8729942,6.295533
826,8.683507,-2.0612752
827,-3.4124792,3.2948186
829,1.9482256,-0.22040403
830,4.8193974,5.729945
832,5.159751,-2.5819397
833,1.8740101,2.5444665
834,7.978135,-7.3956857
835,2.5212317,-1.5986092
836,13.159077,-5.0960574
837,-1.7568562,2.9307685
838,13.660885,-14.213866
839,12.667701,-12.043438
840,12.763385,-14.591593
841,10.399958,-11.752639
842,2.6560347,2.592757
843,9.035499,0.71484774
844,6.4294624,-2.372042
845,-5.459737,5.734705
847,8.626187,-8.872928
848,8.647589,0.5692235
849,9.144673,-2.5658767
850,3.654059,0.29635733
851,6.3484926,1.3134456
852,3.0439024,2.2442503
853,-1.3488727,0.38687932
855,-0.5993552,3.826417
856,4.6115584,3.4971156
857,4.458184,3.5899713
858,0.6354724,5.0323625
859,0.5634948,-1.9729304
860,-1.1212149,2.526199
861,1.1200846,0.19133918
862,5.0585184,-2.0043514
863,0.66904104,-0.20264283
866,14.849498,-13.449707
867,4.66673,-5.492395
868,5.858936,-4.3694797
869,-5.62818,7.8760867
870,-2.3583834,3.7927911
871,-7.414399,8.185152
872,2.283357,1.6135569
873,0.88069785,0.8103863
874,3.0887442,2.9790888
875,-7.273948,4.129542
878,4.948654,-2.1928961
879,-1.5968153,3.472315
880,5.3735213,0.9560745
881,2.4157965,-3.871629
882,0.9816363,2.1392379
883,0.8109311,1.2144349
884,1.0401673,5.672006
885,5.886752,1.5871596
886,-0.22700748,2.9905834
888,15.520384,-15.130198
889,2.9811287,-1.9497476
890,6.137454,-6.2116356
891,5.0110674,2.1864412
892,6.6146555,-7.4672236
893,-3.3978078,6.317349
894,0.66825867,-1.6462202
896,-1.2678673,1.1344467
897,-7.102665,4.5521116
898,-0.88820016,1.0049767
899,9.28579,-3.2903347
901,6.6718655,-9.763338
903,12.192211,-10.957465
904,2.4017339,5.45682
905,2.5007212,3.5959778
906,1.0903909,1.0131106
907,1.2583693,-1.1581059
908,-0.73267436,0.8205066
909,1.2144742,-0.40613413
911,-0.10901028,0.6063718
913,6.2068453,-2.4543302
914,18.639893,-12.704734
915,8.315586,-5.9415283
916,4.710755,-6.1638746
917,14.889161,-12.823433
918,7.4525933,-4.2997994
919,10.85836,-9.484077
920,8.493928,-8.673747
921,-4.833671,6.838459
922,1.2370354,2.9222188
923,1.7346122,0.3157903
924,5.108057,0.16004615
925,6.6928644,1.1144348
926,5.0809226,0.9799886
927,3.2944243,6.132734
928,2.3047278,1.9427907
929,2.4475415,-1.3071201
930,0.2635991,2.4183984
931,4.068926,-0.22980538
932,4.5699368,-1.7888846
933,2.253843,-1.0065956
934,-1.4121301,-0.6524839
935,14.77575,-1.2214644
936,4.6682215,-3.3990629
937,4.230335,-4.3069453
938,3.625682,0.21987452
939,9.327653,-1.4474301
940,5.274213,-1.5734658
941,-0.6594459,-0.92757374
942,16.642988,-12.294392
943,-0.33310673,2.7630157
945,0.8302851,1.6120849
946,6.222616,0.5165051
947,15.507059,-16.399342
948,8.212388,-0.3741932
949,5.5070777,-0.21317083
950,3.3313375,1.0607355
951,1.7739723,-2.1969464
952,-0.30145857,-0.68055856
953,12.288836,-10.21143
954,8.144212,-8.53619
955,0.70292115,-0.8252034
956,0.25223327,-0.7351671
957,0.62388504,-1.8135514
959,7.2732654,2.6119244
960,3.0120409,4.152199
961,0.9678452,0.48105353
962,6.323881,-3.287622
963,0.18222515,-0.6886227
964,0.20769984,-0.83576983
965,1.1607529,0.030930415
966,6.719155,-5.041759
967,2.5795474,-4.325611
968,1.7352974,-3.3096566
970,9.234999,-8.810733
971,-3.117223,3.5455556
972,0.43405044,5.768269
973,-3.300731,3.0138314
974,-2.9266932,4.487967
975,5.8829513,0.589675
976,-5.4777145,3.3703752
978,-0.59328496,3.1399744
979,-3.0873382,4.146798
981,0.7855562,-0.6642764
983,-1.8009404,2.188706
984,3.9948504,3.8372107
985,2.8549201,-2.4254203
986,0.9362409,1.2485366
987,-0.016796328,3.7893581
988,3.3625066,-2.1394827
989,1.1148853,-0.57457066
990,-1.6512665,1.4519713
991,4.586667,1.4219663
992,8.049976,2.2863274
993,5.890831,-0.9959784
994,2.3754566,-2.567725
996,2.706138,-3.139667
997,0.16882731,-1.4373305
998,16.01827,-10.608136
999,-0.066554174,0.8593438
1000,9.452526,1.2768719
1001,10.767944,-13.948219
1002,2.0126462,-1.5278904
1003,6.439277,1.44975
1004,-8.105006,2.9645598
1006,0.8739388,0.29963094
1007,7.585358,-1.7991114
1008,5.7625227,3.6234047
1009,11.090139,-11.972005
1010,-0.2323004,2.914544
1011,2.0179324,5.9984612
1012,2.1523032,2.4208252
1013,1.365615,-1.3061101
1014,1.397628,0.19744344
1016,-0.65345013,0.49472898
1017,0.4245866,-0.40339833
1019,0.57201827,-0.12396625
1020,0.78142583,3.1115193
1021,0.026669089,2.426143
1022,2.2037194,-0.691611
1023,10.758001,-4.960713
1024,14.704765,-10.027187
1025,3.433341,-4.248788
1026,9.128476,-7.782857
1027,13.473727,-10.29325
1028,9.37237,-10.472406
1029,-2.164674,5.7470555
1030,0.7413467,1.5294127
1031,2.262117,2.094722
1033,-4.8560624,5.3788476
1034,-2.511367,-0.7309357
1035,5.543995,-0.54689485
1036,-4.01959,3.2146254
1037,4.7889857,1.6137464
1038,-2.6391857,2.5769536
1039,1.8064619,2.1563663
1040,1.6744515,-1.5651674
1041,-2.128911,1.1313984
1042,1.6206281,7.000823
1043,6.776372,-6.3184605
1044,-4.0607905,4.1304903
1045,-0.30341333,0.3355752
1046,3.1278095,-2.0747333
1047,1.9835181,-2.1885314
1048,2.1097226,3.3689709
1049,6.29432,-1.8958917
1050,10.584554,-2.838351
1051,3.530545,-1.7436934
1052,1.4464262,-1.8652034
1053,3.7713666,-0.18628168
1054,0.03560285,0.877973
1055,2.586363,-0.6314297
1056,13.866931,-14.682669
1058,0.85934544,-0.37319225
1059,6.3690186,-0.70970076
1060,4.3578386,-1.1014087
1061,6.7756977,-1.0592403
1063,12.892791,-9.531012
1066,1.7098767,0.0120135695
1067,1.5264183,-0.69489634
1069,-5.219208,3.4664707
1070,12.238962,-13.055971
1072,11.6228285,-11.641597
1073,1.5222507,2.1241841
1075,2.4828215,-1.3273456
1076,1.3425921,-1.7462602
1077,1.1399345,-1.383771
1078,1.1583463,-0.7428966
1079,4.9699435,-1.7706239
1080,12.180019,-11.212158
1081,4.7856145,-6.1989517
1082,8.652036,-7.0441413
1084,5.092482,-5.536887
