"","D1","D2"
"Legislator 251",0.861268496321047,-0.279400757801902
"Legislator 252",-0.526096840553903,-0.0144641538486111
"Legislator 253",-0.402333425148713,1.22665966151295
"Legislator 254",-1.17981909430296,-0.411027707689301
"Legislator 255",-0.41619437951915,0.32408478929197
"Legislator 256",1.37536146457429,0.523214969846926
"Legislator 257",-0.68393757511633,-1.22170443714541
"Legislator 258",0.120346046751753,-0.697689725312713
"Legislator 259",-0.346804631324469,1.25797403471813
"Legislator 260",-0.656885537174147,1.35927876970948
"Legislator 261",-0.889729876071915,1.54631762748653
"Legislator 262",-0.172968051028384,-0.175660859646025
"Legislator 263",1.27501094703633,0.472056351271867
"Legislator 264",0.523475991165181,-0.72120496365469
"Legislator 265",-0.999325111039738,0.991838373637931
"Legislator 266",-1.09118980639502,1.4427064350223
"Legislator 267",-0.599311879318506,-0.454620963192056
"Legislator 268",1.30871930003791,0.224398718914703
"Legislator 269",0.291029367269031,-1.62756430340349
"Legislator 270",0.911609884590975,0.973883433297471
"Legislator 271",-1.24800530022903,-0.956423024247064
"Legislator 272",-1.36549653709706,0.522238086221772
"Legislator 273",-0.493991547872416,-0.867724169357133
"Legislator 274",-1.23878772561402,-0.173722362788535
"Legislator 275",-1.73887299190432,0.0410967966384134
"Legislator 276",1.78252068028356,0.630060622862971
"Legislator 277",-0.00316601321036975,-0.19720256656264
"Legislator 278",0.151244376403989,-0.839172606024531
"Legislator 279",-0.898653250474114,0.159468945737807
"Legislator 280",-0.267871896260789,-1.0503260789824
"Legislator 281",-0.802934966374246,-0.200099294904458
"Legislator 282",1.07583032494508,0.79298742892964
"Legislator 283",0.553133699556897,1.37133255509451
"Legislator 284",0.85022765453505,-0.317323071909313
"Legislator 285",-0.341311603543605,-1.17685840683651
"Legislator 286",-1.77406806173033,0.473707226191688
"Legislator 287",-1.68908298444456,-0.738950867425069
"Legislator 288",0.399588319639234,-1.01767679783909
"Legislator 289",-1.30535217615248,1.8355254413729
"Legislator 290",-1.49471393866746,0.428968333806609
"Legislator 291",-1.43005812801732,-0.0361827453380112
"Legislator 292",-0.167886211342822,-0.202468263744858
"Legislator 293",-0.305166064963409,-0.227452261637038
"Legislator 294",0.192681369995804,-0.384784880486662
"Legislator 295",-1.01539522882145,0.461661399791135
"Legislator 296",0.778994243462013,1.10027623379935
"Legislator 297",1.43298701175973,0.618454316185086
"Legislator 298",-1.13523528955043,1.387448036879
"Legislator 299",0.422112113621115,-0.474986432851477
"Legislator 300",-0.165002298988126,0.106742564442881
"Legislator 301",-1.28427644710688,2.09008780280669
"Legislator 302",-0.845894737442311,1.64596970399552
"Legislator 303",-0.321013174666274,2.13466943281752
"Legislator 304",-1.58405739435666,1.29706290884645
"Legislator 305",1.65732361670976,1.0143620481819
"Legislator 306",1.50181137877666,0.479742075511385
"Legislator 307",-0.560607281006921,0.62370569770866
"Legislator 308",-0.190108688994976,0.88896681335015
"Legislator 309",-0.0337569074136758,1.84022192383655
"Legislator 310",1.62628771448982,1.19814933916196
"Legislator 311",-0.0737607385166784,-0.660287686645832
"Legislator 312",-0.351649983243133,0.0148142973735958
"Legislator 313",-1.43627256339144,-0.20206957352393
"Legislator 314",-0.607611841550542,0.174627683122672
"Legislator 315",-0.238728641182439,-0.251761299970994
"Legislator 316",-0.0995420657933442,-0.297870468389722
"Legislator 317",-0.138491308381075,-1.05155308480029
"Legislator 318",1.30157822902734,0.429709637930561
"Legislator 319",1.26917584642949,0.572821485536761
"Legislator 320",0.828244127724569,-0.558093222905613
"Legislator 321",-0.0967512650101994,-0.263885970716446
"Legislator 322",-0.740626956658083,0.829023483116728
"Legislator 323",-1.44902491840828,1.21872816092867
"Legislator 324",0.185960027884256,1.08819277393688
"Legislator 325",0.359386147320347,-1.5716590147658
"Legislator 326",0.831884565767485,1.49196156412142
"Legislator 327",0.863474703637429,-0.618032236648256
"Legislator 328",-0.189790791796195,-0.984525722706992
"Legislator 329",1.28788551724247,-1.16914565914362
"Legislator 330",1.53980573658496,0.377012785845674
"Legislator 331",-0.171062967517933,-0.00685452281711375
"Legislator 332",0.216871115599393,0.222774667104836
"Legislator 333",0.514627256023061,1.39996270736466
"Legislator 334",1.28600103923255,0.717849925675956
"Legislator 335",0.375782350117909,-0.226504642488755
"Legislator 336",0.970362677595806,0.353567140270576
"Legislator 337",0.851723589602173,0.578770078490518
"Legislator 338",0.184497225442121,-0.914694280181805
"Legislator 339",-1.16889159657849,1.16927427636419
"Legislator 340",-0.988117949781912,-0.933006631559227
"Legislator 341",-1.4906434419143,0.470361771421597
"Legislator 342",-0.740472766294356,-0.054467557639552
"Legislator 343",-1.02208831130782,0.258673491603918
"Legislator 344",-0.088852162405134,-0.936398034311352
"Legislator 345",-1.52135463922777,0.352208243880771
"Legislator 346",-0.35955679540192,0.164048110579496
"Legislator 347",0.150671739895889,0.0323317904124222
"Legislator 348",0.695145069276405,0.710480456223001
"Legislator 349",1.36082169411516,1.30551562136202
"Legislator 350",0.955581425426024,0.822122226887446
"Legislator 351",1.28362815904086,0.366120619926267
"Legislator 352",1.14205629740141,1.44896047950962
"Legislator 353",0.867981987391072,0.805612421783045
"Legislator 354",1.78576698185667,0.78849860106831
"Legislator 355",-1.2462468791245,-1.1581093432706
"Legislator 356",-1.24526475984089,-1.23160324249096
"Legislator 357",-0.960064788719566,-1.65869382033059
"Legislator 358",-1.42304240357453,1.45939230864342
"Legislator 359",0.121565161296085,-1.50233455478292
"Legislator 360",0.966925222902613,1.52616798528045
"Legislator 361",-0.500995958840454,-0.817350659295541
"Legislator 362",-0.368970262758827,-1.2012458956889
"Legislator 363",-0.514765441575661,0.370767059375272
"Legislator 364",-0.39826410834925,0.161929025573061
"Legislator 365",-0.998255058509477,1.75073155864127
"Legislator 366",-0.74488438251349,0.857497660318434
"Legislator 367",-0.674783232114128,-0.915534357960564
"Legislator 368",-0.781841274576288,0.939543645857743
"Legislator 369",-0.549946189305837,1.24874019977757
"Legislator 370",-1.30994361559385,1.47137834976284
"Legislator 371",-0.961958252814356,1.00183575572434
"Legislator 372",0.211303594497848,-2.12811106383988
"Legislator 373",-0.243531598032559,0.093231618197706
"Legislator 374",-0.320226954788781,0.969638466173735
"Legislator 375",1.03015410746695,0.883441478196553
"Legislator 376",0.744959401547393,-1.2227232113095
"Legislator 377",-0.45996233168039,-0.0177301540969901
"Legislator 378",1.11612421248256,0.77972149972365
"Legislator 379",-0.36017715383547,-0.36472701069286
"Legislator 380",-1.92881775726721,-0.14691712231359
"Legislator 381",-1.24039490465916,0.14913683006108
"Legislator 382",-0.411947630970745,-0.204313176056003
"Legislator 383",0.393008772427597,-0.586254238331633
"Legislator 384",-0.65756511142023,-0.232565048821067
"Legislator 385",-0.401943986023098,0.96910123792945
"Legislator 386",1.11592637608906,-0.202254772370979
"Legislator 387",0.529741677547143,1.08088374269553
"Legislator 388",1.37724925369006,1.33292766889883
"Legislator 389",1.52833318370884,0.301474843572836
"Legislator 390",1.44823263143459,0.00210031769551046
"Legislator 391",0.272116301290331,1.16645087066214
"Legislator 392",-1.83288961980196,0.308708160059612
"Legislator 393",-1.15559499917257,-0.855185938368073
"Legislator 394",-1.89598275292736,-1.78561742290745
"Legislator 395",-0.371061149947927,-0.336828536224731
"Legislator 396",-0.373640573875916,0.0439847811723304
"Legislator 397",1.40426311355513,1.12173851277546
"Legislator 398",-1.52448166340547,0.209431147381146
"Legislator 399",0.566988273445696,-1.11898473100514
"Legislator 400",-0.238424514908355,-1.32499794790475
"Legislator 401",0.913915997094581,0.409246718262926
"Legislator 402",0.800353566270144,1.5143077312421
"Legislator 403",-1.52623571000041,0.00397597554378291
"Legislator 404",-0.429463832485071,0.975748182642946
"Legislator 405",-0.618840453570037,-0.385674483926875
"Legislator 406",0.247303020042515,-0.847520459307458
"Legislator 407",-0.104811663108445,-1.8077931400943
"Legislator 408",0.92594579168681,-0.109313302410019
"Legislator 409",0.7809736825403,1.51865720130347
"Legislator 410",1.45736801536684,1.2412025548067
"Legislator 411",1.2400239662691,-0.0779776917233556
"Legislator 412",1.67545731924129,1.04555559756064
"Legislator 413",-0.365886811894255,-1.61929372980638
"Legislator 414",-0.476697285914667,-1.44151694806025
"Legislator 415",-0.013273205421811,-1.19871326501381
"Legislator 416",-0.0792030102014005,0.358532140351521
"Legislator 417",-0.164663593640417,-0.943124337452863
"Legislator 418",-0.0304971185891097,-0.594360739787742
"Legislator 419",-0.954979790823531,-2.32411254209357
"Legislator 420",1.8041952737396,-0.225909757430095
"Legislator 421",-1.41580635796209,0.269401199219015
"Legislator 422",0.0966973399221876,-0.848849531682393
"Legislator 423",-0.030955875928809,-0.165229661194847
"Legislator 424",-0.0270699125568246,-0.529305544095713
"Legislator 425",0.00129166821734255,-0.347179291135257
"Legislator 426",0.157750873113411,-0.359423537180831
"Legislator 427",0.225673098619452,-0.838402816565557
"Legislator 428",1.05054408732563,0.557684141838214
"Legislator 429",1.45349125617558,0.39694143495409
"Legislator 430",1.96115696882757,-0.0682335961355921
"Legislator 431",0.595751400270365,1.24360231442388
"Legislator 432",-1.04852664838664,-1.21853038063364
"Legislator 433",-0.657367475961744,-0.289986443817415
"Legislator 434",0.860919790311148,-1.41765285506921
"Legislator 435",-0.579374773079491,-1.55616198002703
"Legislator 436",1.78817954166761,0.82585430773952
"Legislator 437",-1.40312502138338,0.389044316432957
"Legislator 438",-0.146701751738323,-0.0686208507545343
"Legislator 439",0.412234937950975,-2.06528322257001
"Legislator 440",0.86489395436548,0.743155048422354
"Legislator 441",1.63092777834494,0.203239623964628
"Legislator 442",-1.19409412994492,-0.411890068204559
"Legislator 443",-1.00750773416433,0.992477763681241
"Legislator 444",-1.71412980204675,1.09705432354897
"Legislator 445",-0.177007927572941,0.219028450993919
"Legislator 446",-0.956106247952757,0.863728563749387
"Legislator 447",-0.278405398426741,-0.0800080433734408
"Legislator 448",-1.50723570743594,0.870820504995049
"Legislator 449",0.524969330130107,-0.505798095203086
"Legislator 450",-0.626834992263266,0.310088049850049
"Legislator 451",0.39515761747017,0.557270406087092
"Legislator 452",-1.03143827012195,2.11416261353449
"Legislator 453",-0.922245344756931,1.53093609952378
"Legislator 454",-0.689813841114051,1.31414582268004
"Legislator 455",-0.413205394499221,-1.29117398178377
"Legislator 456",0.0205943191287303,-0.275581763783809
"Legislator 457",-1.25766482142769,0.501927257144524
"Legislator 458",-0.255598007126073,-0.441600525480118
"Legislator 459",0.155233749743606,-0.370537492622909
"Legislator 460",0.390010799134742,-0.71928501460643
"Legislator 461",0.952517403149276,0.81647555643545
"Legislator 462",-0.79121959884698,0.212666658123608
"Legislator 463",0.843488210162537,1.51219453951871
"Legislator 464",0.417740314698791,0.675643481499537
"Legislator 465",-1.48509801446711,-1.21353410206795
"Legislator 466",-1.30347556888555,0.084638213221798
"Legislator 467",-0.747584995262031,-0.0624364520798304
"Legislator 468",-1.00054889065356,1.63257901783585
"Legislator 469",-0.94494886467944,-0.963809495977889
"Legislator 470",-0.842472670201771,-1.04986758717974
"Legislator 471",-0.819613059888093,-2.02423320156878
"Legislator 472",-1.76117852295234,0.223610513853352
"Legislator 473",-0.991352896683295,0.207192212615703
"Legislator 474",-0.554643326493555,-1.96154600688805
"Legislator 475",-0.912432983764696,0.437537816125367
"Legislator 476",-0.281314455227085,0.880432747388584
"Legislator 477",-0.258110003409155,-1.31495752536848
"Legislator 478",0.641992164947223,-0.44985008960065
"Legislator 479",-0.753088125719179,1.21006963382498
"Legislator 480",-0.781291973454054,1.23809538007536
"Legislator 481",1.04443231089726,0.879308752227203
"Legislator 482",-1.31704082904075,1.36874922949824
"Legislator 483",0.573488937944172,0.141028877877153
"Legislator 484",-0.662188205001599,0.260448490987415
"Legislator 485",0.570378962630121,-0.813390946030206
"Legislator 486",1.52010176832786,0.98680563091084
"Legislator 487",0.0243921840295515,-2.08173156845482
"Legislator 488",-0.101063292217858,-1.69195300099357
"Legislator 489",-0.140700508529433,1.00239574840076
"Legislator 490",-1.05453516426833,0.663247732474372
"Legislator 491",-1.96053053056866,0.758509331637635
"Legislator 492",-2.05747494970713,0.251430662315791
"Legislator 493",-0.0872538455555358,-0.177027725326943
"Legislator 494",-0.223522679198149,-0.896149889853887
"Legislator 495",-0.0213778167841696,-0.474465125065035
"Legislator 496",0.890058050136503,1.4534854859269
"Legislator 497",1.09925006565468,1.6553526814057
"Legislator 498",1.2535516197804,0.380360962768031
"Legislator 499",1.10989161847137,0.609135751929212
"Legislator 500",1.54878644402792,-0.463592469238886
"Legislator 501",-0.879733282988413,-0.604453750879899
"Legislator 502",-1.10484145332619,0.083798757639636
"Legislator 503",-0.0458086853187221,-0.348769280962818
"Legislator 504",-1.08909527931012,0.638297045916739
"Legislator 505",-1.36494098763156,1.21341807930645
"Legislator 506",0.355493379737305,-0.562899269725007
"Legislator 507",-1.38565430798662,0.367942873839375
"Legislator 508",-0.287287208598171,0.431510057379877
"Legislator 509",-0.129946288034958,-0.225233780042908
"Legislator 510",0.140992752488192,-0.632963010252844
"Legislator 511",-1.09542351337112,0.0800419637700073
"Legislator 512",0.145496793997629,-1.77675878509479
"Legislator 513",-1.51630841833583,0.481096480909695
"Legislator 514",0.544705604427755,0.0822535730135091
"Legislator 515",-1.50282491592564,0.262271832455354
"Legislator 516",0.228023864542798,0.25764256243874
"Legislator 517",0.0953118420889835,-0.41003421894701
"Legislator 518",-0.146160453952791,0.175590081435417
"Legislator 519",-0.606389554462234,1.06538598480682
"Legislator 520",-1.90720638642517,-1.63865977441824
"Legislator 521",-0.219187459624595,-0.12885394858963
"Legislator 522",-0.68875493846656,0.677031218936178
"Legislator 523",0.382746126477352,1.09668023730508
"Legislator 524",1.67703699326542,1.03271794664675
"Legislator 525",-0.746673948408927,-0.281402870082779
"Legislator 526",0.0728939850933229,-2.25839979905376
"Legislator 527",-0.676021236359366,0.692432216615096
"Legislator 528",-0.0679969854161196,-0.33600138510216
"Legislator 529",0.154995777097711,-0.832190234632049
"Legislator 530",-1.37861070796196,0.206863550359707
"Legislator 531",-0.657509972834631,0.547727414478222
"Legislator 532",1.25043011792999,0.474799726085684
"Legislator 533",1.35062233151112,0.0159343041867617
"Legislator 534",0.940487774320789,0.0281958654859398
"Legislator 535",1.41342609012739,0.961346690694331
"Legislator 536",1.42045674226697,1.14785125210968
"Legislator 537",-1.48088747720106,-0.283628303270491
"Legislator 538",-0.944270884185647,0.569909901324448
"Legislator 539",-0.375858620979254,0.587442451226499
"Legislator 540",-1.40625741182599,1.42000868159292
"Legislator 541",-0.668781729994133,1.53974365937029
"Legislator 542",-0.42897060163021,-1.22608498492668
"Legislator 543",-0.984257172410263,-0.962489545778525
"Legislator 544",0.0354871384918438,-1.08074843692624
"Legislator 545",-1.20325914143591,-1.3504134532245
"Legislator 546",-0.547726570807475,-0.424976677160593
"Legislator 547",1.04797737655734,0.155261844410794
"Legislator 548",-0.464120006139981,0.553737103627118
"Legislator 549",-1.47012808941299,0.931113988231475
"Legislator 550",0.683209482529117,-1.93890741467648
"Legislator 551",-0.658505053636717,0.0522068088739775
"Legislator 552",0.777763625591453,-0.915739873392917
"Legislator 553",-0.929079934139676,1.03333890940617
"Legislator 554",-0.133838984166425,-0.23718125980055
"Legislator 555",-0.195601063126089,-0.470899783397404
"Legislator 556",-0.169728796952307,-0.376555868578957
