,Dataset,Datatype,Train Set,Train Sparsity,Evaluation Set,Evaluation Sparsity,Embedding Method,Prediction Method,Task,Accuracy,RMSE
127,Smartvote,Original,Train,0,Test,40,IDEAL,IRT,Impute,0.8179310344827586,0.2782811958613286
128,Smartvote,Original,Train,0,Test,40,IDEAL,IRT,Overall,0.8338390804597701,0.26784412244632305
129,Smartvote,Binary,Train,0,Test,40,IDEAL,IRT,Fit,0.8444444444444444,0.3363884084785726
130,Smartvote,Binary,Train,0,Test,40,IDEAL,IRT,Impute,0.8179310344827586,0.35553953308833003
131,Smartvote,Binary,Train,0,Test,40,IDEAL,IRT,Overall,0.8338390804597701,0.34404885832247556
132,Smartvote,Original,Train,0,Test,80,IDEAL,IRT,Fit,0.8485057471264368,0.255564252538752
133,Smartvote,Original,Train,0,Test,80,IDEAL,IRT,Impute,0.7967816091954023,0.29456280383496236
134,Smartvote,Original,Train,0,Test,80,IDEAL,IRT,Overall,0.8071264367816092,0.2867630935757203
135,Smartvote,Binary,Train,0,Test,80,IDEAL,IRT,Fit,0.8485057471264368,0.33017211747723146
136,Smartvote,Binary,Train,0,Test,80,IDEAL,IRT,Impute,0.7967816091954023,0.3738933517933035
137,Smartvote,Binary,Train,0,Test,80,IDEAL,IRT,Overall,0.8071264367816092,0.3651491049300891
138,Smartvote,Original,Train,0,Test,90,IDEAL,IRT,Fit,0.8748768472906404,0.2609058853038659
139,Smartvote,Original,Train,0,Test,90,IDEAL,IRT,Impute,0.7712474645030426,0.3144378824744407
140,Smartvote,Original,Train,0,Test,90,IDEAL,IRT,Overall,0.7809195402298851,0.30944156273852036
141,Smartvote,Binary,Train,0,Test,90,IDEAL,IRT,Fit,0.8748768472906404,0.32527176752374454
142,Smartvote,Binary,Train,0,Test,90,IDEAL,IRT,Impute,0.7712474645030426,0.3925199922087831
143,Smartvote,Binary,Train,0,Test,90,IDEAL,IRT,Overall,0.7809195402298851,0.38624349123817947
144,Smartvote,Original,Train,0,Test,50,IDEAL,IRT,Fit,0.8456663560111836,0.26003810343779526
145,Smartvote,Original,Train,0,Test,50,IDEAL,IRT,Impute,0.8162431941923776,0.27932636359827917
146,Smartvote,Original,Train,0,Test,50,IDEAL,IRT,Overall,0.8307586206896552,0.2698108219191071
147,Smartvote,Binary,Train,0,Test,50,IDEAL,IRT,Fit,0.8456663560111836,0.33423932580705973
148,Smartvote,Binary,Train,0,Test,50,IDEAL,IRT,Impute,0.8162431941923776,0.3581827339162488
149,Smartvote,Binary,Train,0,Test,50,IDEAL,IRT,Overall,0.8307586206896552,0.3463706525823822
150,Smartvote,Original,Train,0,Test,60,IDEAL,IRT,Fit,0.8486206896551725,0.2575966360205312
151,Smartvote,Original,Train,0,Test,60,IDEAL,IRT,Impute,0.8077394636015326,0.2843976073057966
152,Smartvote,Original,Train,0,Test,60,IDEAL,IRT,Overall,0.8240919540229885,0.27367721879169044
153,Smartvote,Binary,Train,0,Test,60,IDEAL,IRT,Fit,0.8486206896551725,0.33171506297108827
154,Smartvote,Binary,Train,0,Test,60,IDEAL,IRT,Impute,0.8077394636015326,0.3618232400565646
155,Smartvote,Binary,Train,0,Test,60,IDEAL,IRT,Overall,0.8240919540229885,0.3497799692223741
156,Smartvote,Original,Train,0,Test,0,IDEAL,IRT,Fit,0.8374252873563218,0.2639368021083958
157,Smartvote,Original,Train,0,Test,0,IDEAL,IRT,Impute,,
158,Smartvote,Original,Train,0,Test,0,IDEAL,IRT,Overall,0.8374252873563218,0.2639368021083958
159,Smartvote,Binary,Train,0,Test,0,IDEAL,IRT,Fit,0.8374252873563218,0.3396934030130283
160,Smartvote,Binary,Train,0,Test,0,IDEAL,IRT,Impute,,
161,Smartvote,Binary,Train,0,Test,0,IDEAL,IRT,Overall,0.8374252873563218,0.3396934030130283
162,Smartvote,Original,Train,0,Test,70,IDEAL,IRT,Fit,0.8494752623688155,0.2567846921646884
163,Smartvote,Original,Train,0,Test,70,IDEAL,IRT,Impute,0.8074270557029177,0.2855575234485295
164,Smartvote,Original,Train,0,Test,70,IDEAL,IRT,Overall,0.8203218390804596,0.2767338551881516
165,Smartvote,Binary,Train,0,Test,70,IDEAL,IRT,Fit,0.8494752623688155,0.33160723125419794
166,Smartvote,Binary,Train,0,Test,70,IDEAL,IRT,Impute,0.8074270557029177,0.36454722026727215
167,Smartvote,Binary,Train,0,Test,70,IDEAL,IRT,Overall,0.8203218390804596,0.35444562363659604
168,Smartvote,Original,Train,0,Test,10,IDEAL,IRT,Fit,0.8384457025218734,0.2636575974946471
169,Smartvote,Original,Train,0,Test,10,IDEAL,IRT,Impute,0.819396551724138,0.27376521471542464
170,Smartvote,Original,Train,0,Test,10,IDEAL,IRT,Overall,0.8364137931034483,0.26473574333153005
171,Smartvote,Binary,Train,0,Test,10,IDEAL,IRT,Fit,0.8384457025218734,0.3390594660414934
172,Smartvote,Binary,Train,0,Test,10,IDEAL,IRT,Impute,0.819396551724138,0.3541440028544995
173,Smartvote,Binary,Train,0,Test,10,IDEAL,IRT,Overall,0.8364137931034483,0.3406684833015474
