,x,y
183,-0.2611035,-0.82763827
184,1.0605977,-0.058229815
185,-0.53746104,-0.8675674
186,0.98205227,0.9428804
188,0.06866585,0.7592301
189,-1.143861,0.31836686
190,1.6414675,-0.03563213
191,-0.61496,-1.4856892
192,0.14812459,-1.7136058
193,-0.693606,1.3584439
195,1.6227456,0.4414679
196,-0.15533495,-1.3426208
197,-0.49927258,-0.17243753
199,-1.0744078,0.17529555
200,-1.1677425,0.041121088
201,-0.0134566445,0.19913356
202,0.25495887,-1.2843647
203,0.40169102,-1.436029
204,-0.94127643,-0.00047620293
205,-0.13557197,-0.28144485
207,-1.3462611,1.3540685
208,-1.4626726,0.60010695
209,0.9188655,-0.48376775
210,0.09356023,-1.4422956
211,1.58567,-0.14867063
212,0.44163492,-1.2364435
213,-0.16063702,-1.2776707
214,0.7691821,-0.4137929
215,-1.20745,1.3670595
217,-0.80206,1.3935043
219,-0.01588301,-1.7808514
221,1.110507,0.8364899
222,1.1824867,0.43170384
223,-0.57847,-1.4617212
225,0.54946214,0.25952956
226,0.54455185,0.13144481
227,0.33643886,0.11437432
228,-0.05745098,-1.4501516
229,0.008420788,-1.622462
230,-0.070622414,-1.1255419
231,-0.61781466,-1.0342155
232,0.3101116,-1.264328
233,-0.3316671,-1.2528614
234,-0.60946196,2.173047
235,1.2717136,-0.10004398
236,-0.043660942,-0.22249694
237,0.13776763,-1.4576292
238,0.20163888,-1.3726455
240,0.7044725,0.6639456
242,0.079084694,1.4506247
243,0.13007818,0.45538473
244,1.8093714,0.11607107
245,-0.7035827,0.36613956
246,-0.13916843,-1.3311568
248,1.4156117,0.3526248
249,0.70363706,-0.020496398
250,-0.54316497,-1.2553563
251,-0.5754201,0.4701081
253,1.7880375,-0.1494981
254,1.1536955,1.2045958
255,-0.49888235,-0.079495765
257,-0.70710856,0.504498
258,-0.3017871,0.04041845
259,-0.15015192,-1.2678194
260,-0.029656608,-1.6837234
261,0.08304407,-1.5344688
262,-0.12926167,-1.364091
263,0.35932124,-1.1003801
264,-0.15761867,-1.5517952
265,0.013694387,-1.1487653
266,0.2167993,-1.0434167
267,-0.12813123,-1.1775154
268,0.296576,0.40867326
269,-0.55469316,2.1350222
270,-0.46963483,0.73174906
272,0.17643,-0.4730501
273,1.128498,-0.06908001
274,1.0772339,0.42279425
276,1.3022363,1.2063724
277,-1.0116112,1.6128422
280,1.6638336,0.26419154
281,0.14817224,-1.2722425
283,-0.42880976,1.3791612
285,0.16055018,-1.1641698
286,-0.08920542,0.051073242
287,0.3972645,0.040548585
288,-0.02032993,-1.3189977
289,-0.14640526,-1.0257859
290,-0.3928376,-0.31722125
291,0.5014101,0.6407069
292,0.6107188,-0.26331025
293,0.458068,-0.8723964
294,-0.8957992,1.2805793
295,1.7437512,0.0748341
296,0.75985265,1.5888731
298,-1.1003425,0.098639995
299,-1.1435164,0.31295037
301,0.10182971,-1.2089285
302,1.7239331,0.0739222
303,0.90379876,-0.22931902
304,0.3606092,-0.4442234
305,-0.60444015,-0.04676644
306,-0.092858255,-0.41185114
307,-1.0675064,-0.13865209
309,-0.1342502,-1.4333024
310,0.35882196,-0.41049698
311,0.75782967,0.40259248
312,-0.5107946,-0.9171564
313,0.14849335,0.33622673
314,1.306839,-0.4060296
315,0.28397664,1.592054
316,0.40752417,-0.09923751
317,-0.44733107,-1.4857355
318,0.08614935,1.741691
320,-0.4856532,0.098454624
321,0.9522515,-0.61800426
323,1.3452551,-0.24244644
324,1.2410167,-0.30700403
325,-0.2346179,0.12573679
326,-0.32718986,-1.0997131
327,-0.59067136,-0.1887421
328,0.8425864,0.0054161167
329,1.3751032,-0.0036377998
331,0.23479585,0.8361672
332,-0.24980016,-1.1951611
333,-1.0472692,1.0700134
334,0.11088315,-1.0528396
336,0.052354086,1.6581049
337,1.0885373,0.72571
338,-0.5110065,1.135911
339,0.96299213,1.2928908
340,0.939003,1.3900591
341,-0.3577936,-1.3762743
