"","party","correctYea","wrongYea","wrongNay","correctNay","GMP","CC","coord1D","coord2D","se1D","se2D","corr.1"
"Legislator 482","glp",31,5,3,21,0.749891638755798,0.866666666666667,-0.0198866482824087,0.999802231788635,0,0,0
"Legislator 483","Grüne",34,2,6,18,0.728804349899292,0.866666666666667,0.353311717510223,-0.342751979827881,0,0,0
"Legislator 484","glp",28,7,2,23,0.658289611339569,0.85,-0.0898031443357468,0.419355511665344,0,0,0
"Legislator 485","BDP",23,7,10,20,0.586552858352661,0.716666666666667,-0.0505555868148804,-0.831506848335266,0,0,0
"Legislator 486","Grüne",33,2,2,23,0.8879474401474,0.933333333333333,0.601690888404846,-0.501235008239746,0,0,0
"Legislator 487","SVP",20,7,8,25,0.671069145202637,0.75,-0.453306198120117,-0.461614638566971,0,0,0
"Legislator 488","SVP",15,7,10,28,0.575040400028229,0.716666666666667,-0.367758959531784,-0.792228162288666,0,0,0
"Legislator 489","Grüne",39,4,3,14,0.719814300537109,0.883333333333333,0.226483598351479,0.0750307589769363,0,0,0
"Legislator 490","FDP",28,5,4,23,0.715906918048859,0.85,-0.0885967761278152,0.996067583560944,0,0,0
"Legislator 491","FDP",19,3,3,35,0.74774181842804,0.9,-0.332161992788315,0.943222284317017,0,0,0
"Legislator 492","FDP",23,2,5,30,0.748001217842102,0.883333333333333,-0.376567751169205,0.926389038562775,0,0,0
"Legislator 493","CVP",32,10,6,12,0.598995804786682,0.733333333333333,0.021600354462862,-0.0310415681451559,0,0,0
"Legislator 494","CVP",21,6,5,28,0.579453766345978,0.816666666666667,-0.282307177782059,-0.569821536540985,0,0,0
"Legislator 495","CVP",26,6,6,22,0.614327311515808,0.8,-0.137145072221756,-0.152539610862732,0,0,0
"Legislator 496","SP",36,2,0,22,0.905161380767822,0.966666666666667,0.785518109798431,0.198189899325371,0,0,0
"Legislator 497","SP",40,0,1,19,0.872930824756622,0.983333333333333,0.490377634763718,0.26233246922493,0,0,0
"Legislator 498","SP",35,3,2,20,0.82788223028183,0.916666666666667,0.737933218479156,0.086557075381279,0,0,0
"Legislator 499","SP",37,1,1,21,0.875945448875427,0.966666666666667,0.549177646636963,-0.432703882455826,0,0,0
"Legislator 500","SP",33,3,3,21,0.770535349845886,0.9,0.378910899162292,-0.494118332862854,0,0,0
"Legislator 501","FDP",21,4,6,29,0.625795900821686,0.833333333333333,-0.355760186910629,0.46404618024826,0,0,0
"Legislator 502","FDP",19,10,7,24,0.614680290222168,0.716666666666667,-0.172837302088737,0.468352019786835,0,0,0
"Legislator 503","glp",29,7,7,17,0.561262309551239,0.766666666666667,-0.0512259341776371,-0.304162204265594,0,0,0
"Legislator 504","glp",27,8,3,22,0.682871997356415,0.816666666666667,-0.141904145479202,0.777229070663452,0,0,0
"Legislator 505","glp",36,5,1,18,0.77192223072052,0.9,-0.040890347212553,0.803202211856842,0,0,0
"Legislator 506","CVP",30,7,6,17,0.654048383235931,0.783333333333333,0.0250489469617605,-0.418734192848206,0,0,0
"Legislator 507","FDP",26,3,9,22,0.672032356262207,0.8,-0.225010395050049,0.974356412887573,0,0,0
"Legislator 508","CVP",34,8,3,15,0.694362878799438,0.816666666666667,0.0690304860472679,0.229698061943054,0,0,0
"Legislator 509","CVP",29,7,9,15,0.577295660972595,0.733333333333333,-0.0722205862402916,-0.27855059504509,0,0,0
"Legislator 510","CVP",24,11,1,24,0.655843615531921,0.8,-0.0730476230382919,-0.350700795650482,0,0,0
"Legislator 511","CVP",24,4,9,23,0.629296839237213,0.783333333333333,-0.203638151288033,0.599154591560364,0,0,0
"Legislator 512","SVP",19,5,8,28,0.642252683639526,0.783333333333333,-0.405772536993027,-0.647487759590149,0,0,0
"Legislator 513","FDP",24,7,6,23,0.694088995456696,0.783333333333333,-0.179842799901962,0.983695268630981,0,0,0
"Legislator 514","SP",36,2,6,16,0.68242758512497,0.866666666666667,0.310033410787582,-0.216522589325905,0,0,0
"Legislator 515","FDP",20,3,9,28,0.681186437606812,0.8,-0.238221049308777,0.534748315811157,0,0,0
"Legislator 516","Grüne",33,7,4,16,0.63194066286087,0.816666666666667,0.176219120621681,-0.0802410468459129,0,0,0
"Legislator 517","BDP",28,9,5,18,0.606200158596039,0.766666666666667,-0.0567219480872154,-0.308430701494217,0,0,0
"Legislator 518","glp",30,12,3,15,0.573757946491241,0.75,-0.0357800684869289,0.182675048708916,0,0,0
"Legislator 519","glp",33,4,5,18,0.76839542388916,0.85,0.135556742548943,0.528876841068268,0,0,0
"Legislator 520","SVP",21,1,1,37,0.896568298339844,0.966666666666667,-0.963448941707611,0.267892062664032,0,0,0
"Legislator 521","BDP",28,9,6,17,0.633169829845428,0.75,-0.101829998195171,0.0871624052524567,0,0,0
"Legislator 522","glp",36,6,1,17,0.708371162414551,0.883333333333333,0.0287011340260506,0.400780439376831,0,0,0
"Legislator 523","glp",34,5,2,19,0.773209810256958,0.883333333333333,0.260118186473846,0.107750006020069,0,0,0
"Legislator 524","Grüne",29,2,1,28,0.88810658454895,0.95,0.653965413570404,-0.439529269933701,0,0,0
"Legislator 525","CVP",23,5,7,25,0.61616724729538,0.8,-0.246328458189964,-0.0330190770328045,0,0,0
"Legislator 526","SVP",16,10,1,33,0.739885807037354,0.816666666666667,-0.474853754043579,-0.626653909683228,0,0,0
"Legislator 527","FDP",28,8,3,21,0.644202947616577,0.816666666666667,-0.0670937672257423,0.717731177806854,0,0,0
"Legislator 528","CVP",27,10,4,19,0.606593251228333,0.766666666666667,-0.112582787871361,-0.207086846232414,0,0,0
"Legislator 529","CVP",26,9,0,25,0.651196599006653,0.85,-0.142853260040283,-0.455947905778885,0,0,0
"Legislator 530","FDP",22,7,9,22,0.664127945899963,0.733333333333333,-0.221465498209,0.975168228149414,0,0,0
"Legislator 531","FDP",30,8,3,19,0.690997421741486,0.816666666666667,0.0128626124933362,0.92415314912796,0,0,0
"Legislator 532","SP",35,3,1,21,0.869795918464661,0.933333333333333,0.772217452526093,-0.361693173646927,0,0,0
"Legislator 533","SP",34,2,4,20,0.762560188770294,0.9,0.56249588727951,-0.194255366921425,0,0,0
"Legislator 534","SP",40,2,4,14,0.782964110374451,0.9,0.29650604724884,0.0429969057440758,0,0,0
"Legislator 535","SP",36,1,2,21,0.880877673625946,0.95,0.961612582206726,-0.0411295406520367,0,0,0
"Legislator 536","SP",37,2,1,20,0.855230867862701,0.95,0.570869624614716,0.0799127072095871,0,0,0
"Legislator 537","FDP",19,7,8,26,0.681523025035858,0.75,-0.303920477628708,0.337624132633209,0,0,0
"Legislator 538","FDP",27,5,11,17,0.572596907615662,0.733333333333333,-0.118382513523102,0.553499341011047,0,0,0
"Legislator 539","glp",31,7,3,19,0.672567248344421,0.833333333333333,-0.0541465878486633,0.751380205154419,0,0,0
"Legislator 540","glp",35,2,1,22,0.80952000617981,0.95,-0.053867407143116,0.998548090457916,0,0,0
"Legislator 541","glp",37,3,4,16,0.781854331493378,0.883333333333333,0.234567791223526,0.879942119121552,0,0,0
"Legislator 542","SVP",18,8,3,31,0.687773168087006,0.816666666666667,-0.449072569608688,-0.157757580280304,0,0,0
"Legislator 543","SVP",24,1,4,31,0.772152364253998,0.916666666666667,-0.516188621520996,0.125980749726295,0,0,0
"Legislator 544","CVP",16,11,2,31,0.629699945449829,0.783333333333333,-0.23541995882988,-0.542141377925873,0,0,0
"Legislator 545","SVP",20,4,3,33,0.806508481502533,0.883333333333333,-0.667363345623016,0.176357060670853,0,0,0
"Legislator 546","CVP",26,5,10,19,0.590937912464142,0.75,-0.199276402592659,0.291109979152679,0,0,0
"Legislator 547","SP",35,0,2,23,0.828673601150513,0.966666666666667,0.483269989490509,-0.397649079561234,0,0,0
"Legislator 548","CVP",26,10,4,20,0.641005039215088,0.766666666666667,-0.094586156308651,-0.056089598685503,0,0,0
"Legislator 549","FDP",25,8,1,26,0.701679468154907,0.85,-0.130424678325653,0.991458296775818,0,0,0
"Legislator 550","SVP",18,4,9,29,0.603994965553284,0.783333333333333,-0.23319798707962,-0.97242921590805,0,0,0
"Legislator 551","FDP",23,11,3,23,0.628622710704803,0.766666666666667,-0.124523214995861,0.413191169500351,0,0,0
"Legislator 552","CVP",28,7,8,17,0.590480506420135,0.75,-0.100892834365368,-0.473171502351761,0,0,0
"Legislator 553","glp",33,4,3,20,0.743557572364807,0.883333333333333,0.0687476843595505,0.99763411283493,0,0,0
"Legislator 554","FDP",35,6,4,15,0.627795219421387,0.833333333333333,-0.0597911030054092,-0.0554283186793327,0,0,0
"Legislator 555","CVP",21,13,5,21,0.554713904857635,0.7,-0.115279108285904,-0.145174697041512,0,0,0
"Legislator 556","CVP",23,11,2,24,0.63994961977005,0.783333333333333,-0.117720864713192,-0.228881344199181,0,0,0
"Legislator 557","glp",32,3,2,23,0.698178946971893,0.916666666666667,-0.0985039249062538,0.863570332527161,0,0,0
"Legislator 558","glp",24,7,5,24,0.697799742221832,0.8,-0.12390986084938,0.992293477058411,0,0,0
"Legislator 559","glp",32,4,1,23,0.788821220397949,0.916666666666667,0.116846039891243,0.993149995803833,0,0,0
"Legislator 560","Grüne",35,1,0,24,0.899368822574615,0.983333333333333,0.621279418468475,-0.011414872482419,0,0,0
"Legislator 561","glp",26,5,5,24,0.669642627239227,0.833333333333333,-0.164092108607292,0.322940438985825,0,0,0
"Legislator 562","Grüne",36,1,2,21,0.902807056903839,0.95,0.926372706890106,-0.376608163118362,0,0,0
"Legislator 563","BDP",23,10,10,17,0.562296032905579,0.666666666666667,-0.136176660656929,-0.321085005998611,0,0,0
"Legislator 564","glp",30,11,3,16,0.605766117572784,0.766666666666667,-0.0234359242022038,0.190678969025612,0,0,0
"Legislator 565","glp",32,7,4,17,0.717855036258698,0.816666666666667,0.0637873113155365,0.997963547706604,0,0,0
"Legislator 566","Grüne",35,8,1,16,0.748694181442261,0.85,0.236318618059158,0.0534085221588612,0,0,0
"Legislator 567","CVP",23,10,7,20,0.617694616317749,0.716666666666667,-0.0337248779833317,-0.725810587406158,0,0,0
"Legislator 568","CVP",27,10,1,22,0.660153925418854,0.816666666666667,-0.0579491965472698,-0.0848494544625282,0,0,0
"Legislator 569","FDP",24,12,4,20,0.594968259334564,0.733333333333333,-0.14084991812706,0.626856029033661,0,0,0
"Legislator 570","CVP",24,13,2,21,0.607495903968811,0.75,-0.0504997037351131,-0.235884666442871,0,0,0
"Legislator 571","CVP",22,11,6,21,0.611484408378601,0.716666666666667,-0.17430268228054,0.679905414581299,0,0,0
"Legislator 572","CVP",26,4,3,27,0.66676664352417,0.883333333333333,-0.181251123547554,-0.287665992975235,0,0,0
"Legislator 573","CVP",16,13,12,19,0.513530433177948,0.583333333333333,-0.227748170495033,-0.588683307170868,0,0,0
"Legislator 574","BDP",26,7,8,19,0.595407009124756,0.75,-0.0799697116017342,-0.663290917873383,0,0,0
"Legislator 575","SP",37,1,0,22,0.893191337585449,0.983333333333333,0.509380400180817,0.166196584701538,0,0,0
"Legislator 576","SVP",20,2,6,32,0.758468747138977,0.866666666666667,-0.64340329170227,-0.111432164907455,0,0,0
"Legislator 577","SVP",18,4,4,34,0.749276995658875,0.866666666666667,-0.51486074924469,0.504995703697205,0,0,0
"Legislator 578","FDP",21,5,6,28,0.68676882982254,0.816666666666667,-0.243265107274055,0.663685858249664,0,0,0
"Legislator 579","SVP",28,2,7,23,0.69791167974472,0.85,-0.510494887828827,0.090902291238308,0,0,0
"Legislator 580","glp",34,4,1,21,0.770523488521576,0.916666666666667,0.0111121349036694,0.794533610343933,0,0,0
"Legislator 581","CVP",31,9,3,17,0.653680384159088,0.8,0.00152813247404993,-0.21707920730114,0,0,0
"Legislator 582","CVP",38,6,2,14,0.681869745254517,0.866666666666667,0.0695245265960693,-0.0512526519596577,0,0,0
"Legislator 583","CVP",32,3,9,16,0.615630567073822,0.8,-0.103824242949486,-0.269428819417953,0,0,0
"Legislator 584","FDP",21,12,5,22,0.56553328037262,0.716666666666667,-0.175683036446571,0.612197995185852,0,0,0
"Legislator 585","glp",25,7,10,18,0.585516035556793,0.716666666666667,-0.153181806206703,0.280639052391052,0,0,0
"Legislator 586","SP",38,0,1,21,0.854036033153534,0.983333333333333,0.36895951628685,-0.0665699616074562,0,0,0
"Legislator 587","CVP",20,12,8,20,0.54487931728363,0.666666666666667,-0.178809985518456,-0.178943738341331,0,0,0
"Legislator 588","CVP",21,12,5,22,0.552096784114838,0.716666666666667,-0.0998159423470497,-0.55143415927887,0,0,0
"Legislator 589","glp",33,6,2,19,0.701361775398254,0.866666666666667,0.00243131117895246,0.162120044231415,0,0,0
"Legislator 590","glp",29,10,4,17,0.640180170536041,0.766666666666667,-0.0743719637393951,0.410265624523163,0,0,0
"Legislator 591","glp",32,5,3,20,0.784566462039948,0.866666666666667,0.0719531401991844,0.997408032417297,0,0,0
"Legislator 592","Grüne",31,4,2,23,0.858697295188904,0.9,0.614518344402313,-0.57723343372345,0,0,0
"Legislator 593","Grüne",35,3,3,19,0.833846271038055,0.9,0.503633737564087,-0.018033143132925,0,0,0
"Legislator 594","Grüne",35,1,0,24,0.921520948410034,0.983333333333333,0.802897214889526,-0.366075694561005,0,0,0
"Legislator 595","BDP",32,5,6,17,0.67740273475647,0.816666666666667,0.120907597243786,-0.374971151351929,0,0,0
"Legislator 596","glp",31,3,3,23,0.764373302459717,0.9,-0.134422212839127,0.990924179553986,0,0,0
"Legislator 597","glp",39,1,2,18,0.812656223773956,0.95,0.00659763673320413,0.852718472480774,0,0,0
"Legislator 598","CVP",21,13,5,21,0.58144199848175,0.7,-0.125937595963478,-0.33293291926384,0,0,0
"Legislator 599","SVP",15,7,4,34,0.707090854644775,0.816666666666667,-0.582930028438568,-0.812522411346436,0,0,0
"Legislator 600","Grüne",37,1,5,17,0.766204416751862,0.9,0.373364478349686,-0.927684605121613,0,0,0
"Legislator 601","FDP",30,2,3,25,0.762046337127686,0.916666666666667,-0.210359960794449,0.97762393951416,0,0,0
"Legislator 602","FDP",26,3,5,26,0.7038534283638,0.866666666666667,-0.387356072664261,0.563313603401184,0,0,0
"Legislator 603","SP",34,0,1,25,0.914020001888275,0.983333333333333,0.775951981544495,-0.23282815515995,0,0,0
"Legislator 604","SP",35,10,2,13,0.709006309509277,0.8,0.331306993961334,-0.0454513430595398,0,0,0
"Legislator 605","SP",35,1,1,23,0.86950421333313,0.966666666666667,0.673687100410461,0.167085066437721,0,0,0
"Legislator 606","SP",32,2,2,24,0.764802277088165,0.933333333333333,0.366902410984039,-0.75105094909668,0,0,0
"Legislator 607","SP",36,1,1,22,0.86573076248169,0.966666666666667,0.414484441280365,0.198684975504875,0,0,0
"Legislator 608","SP",34,3,1,22,0.830568075180054,0.933333333333333,0.3836829662323,0.100265473127365,0,0,0
"Legislator 609","SP",39,3,3,15,0.700133085250854,0.9,0.184102669358253,0.0140247251838446,0,0,0
"Legislator 610","SP",34,4,1,21,0.845563352108002,0.916666666666667,0.62457150220871,-0.00908241514116526,0,0,0
"Legislator 611","FDP",20,7,7,26,0.632485270500183,0.766666666666667,-0.226093143224716,0.299810409545898,0,0,0
"Legislator 612","Grüne",32,4,1,23,0.797822177410126,0.916666666666667,0.465259075164795,-0.860826194286346,0,0,0
"Legislator 613","Grüne",37,0,1,22,0.929553866386414,0.983333333333333,0.771848380565643,-0.193084463477135,0,0,0
"Legislator 614","FDP",26,4,7,23,0.642542600631714,0.816666666666667,-0.174827843904495,0.253898352384567,0,0,0
"Legislator 615","FDP",23,12,3,22,0.6493279337883,0.75,-0.154747307300568,0.703754782676697,0,0,0
"Legislator 616","FDP",25,11,9,15,0.589247405529022,0.666666666666667,-0.147915467619896,0.433835417032242,0,0,0
"Legislator 617","FDP",27,7,6,20,0.612124145030975,0.783333333333333,-0.144698560237885,0.267470926046371,0,0,0
"Legislator 618","glp",37,3,0,20,0.833856344223022,0.95,0.155066892504692,0.987904012203217,0,0,0
"Legislator 619","SVP",24,4,6,26,0.633016347885132,0.833333333333333,-0.376120537519455,-0.163693323731422,0,0,0
"Legislator 620","glp",37,5,3,15,0.728698372840881,0.866666666666667,0.155657336115837,-0.0155484629794955,0,0,0
"Legislator 621","FDP",17,7,6,30,0.657210767269135,0.783333333333333,-0.26041042804718,0.725488841533661,0,0,0
"Legislator 622","SP",38,2,2,18,0.849565029144287,0.933333333333333,0.337631493806839,-0.0638025477528572,0,0,0
"Legislator 623","CVP",26,12,4,18,0.642078816890717,0.733333333333333,-0.0804168432950974,0.0326923243701458,0,0,0
"Legislator 624","SVP",15,11,7,27,0.556324064731598,0.7,-0.396383374929428,-0.506357192993164,0,0,0
"Legislator 625","SVP",17,11,7,25,0.548096656799316,0.7,-0.165285110473633,-0.98624587059021,0,0,0
"Legislator 626","FDP",22,8,8,22,0.619779706001282,0.733333333333333,-0.191247180104256,0.430653274059296,0,0,0
"Legislator 627","glp",25,10,13,12,0.50372314453125,0.616666666666667,-0.143871814012527,-0.0171722117811441,0,0,0
"Legislator 628","glp",36,10,2,12,0.678906261920929,0.8,0.119497016072273,-0.0101171303540468,0,0,0
"Legislator 629","BDP",17,13,14,16,0.50961184501648,0.55,-0.18706376850605,-0.508447527885437,0,0,0
"Legislator 630","SVP",18,7,9,26,0.588491261005402,0.733333333333333,-0.395342499017715,-0.392493546009064,0,0,0
"Legislator 631","SP",35,3,1,21,0.803588449954987,0.933333333333333,0.390917718410492,-0.0456264317035675,0,0,0
"Legislator 632","glp",25,9,10,16,0.561315357685089,0.683333333333333,-0.135284379124641,0.150663077831268,0,0,0
"Legislator 633","glp",32,9,3,16,0.642913460731506,0.8,-0.00493375957012177,0.864930331707001,0,0,0
"Legislator 634","FDP",20,7,11,22,0.572004497051239,0.7,-0.242216020822525,0.524531066417694,0,0,0
"Legislator 635","FDP",25,5,6,24,0.687442779541016,0.816666666666667,-0.150228902697563,0.881206750869751,0,0,0
"Legislator 636","CVP",23,7,12,18,0.582141160964966,0.683333333333333,-0.13711579144001,-0.700132310390472,0,0,0
"Legislator 637","CVP",20,11,5,24,0.631950795650482,0.733333333333333,-0.146491914987564,0.215316638350487,0,0,0
"Legislator 638","CVP",23,11,0,26,0.643845975399017,0.816666666666667,-0.105747826397419,-0.588576853275299,0,0,0
"Legislator 639","BDP",40,4,2,14,0.748307406902313,0.9,0.157540664076805,0.300613939762115,0,0,0
"Legislator 640","SP",38,3,3,16,0.81238442659378,0.9,0.366413652896881,-0.139243319630623,0,0,0
"Legislator 641","SP",36,3,6,15,0.74216639995575,0.85,0.252239912748337,-0.112208820879459,0,0,0
"Legislator 642","SP",38,3,1,18,0.838149845600128,0.933333333333333,0.413681238889694,0.370425522327423,0,0,0
"Legislator 643","FDP",25,2,10,23,0.629043281078339,0.8,-0.188963934779167,0.424517661333084,0,0,0
"Legislator 644","FDP",26,5,6,23,0.67868161201477,0.816666666666667,-0.169196546077728,0.436541825532913,0,0,0
"Legislator 645","FDP",23,14,7,16,0.561759352684021,0.65,-0.0850339978933334,0.00909394584596157,0,0,0
"Legislator 646","glp",34,10,2,14,0.573853850364685,0.8,0.0282514542341232,-0.136844158172607,0,0,0
"Legislator 647","glp",17,10,12,21,0.55497395992279,0.633333333333333,-0.217657595872879,-0.234582856297493,0,0,0
"Legislator 648","SVP",19,7,4,30,0.691389203071594,0.816666666666667,-0.462620168924332,-0.314996898174286,0,0,0
"Legislator 649","FDP",19,6,8,27,0.640891492366791,0.766666666666667,-0.232636645436287,0.19526632130146,0,0,0
"Legislator 650","FDP",18,8,6,28,0.666724383831024,0.766666666666667,-0.286092191934586,0.577637910842896,0,0,0
"Legislator 651","FDP",19,8,2,31,0.72319632768631,0.833333333333333,-0.390359610319138,0.532013893127441,0,0,0
"Legislator 652","CVP",26,7,6,21,0.608390271663666,0.783333333333333,-0.0914752408862114,-0.108908221125603,0,0,0
"Legislator 653","CVP",27,4,10,19,0.58149379491806,0.766666666666667,-0.180517017841339,0.229370161890984,0,0,0
"Legislator 654","SVP",13,14,7,26,0.551532506942749,0.65,-0.279356867074966,-0.533811986446381,0,0,0
"Legislator 655","glp",34,4,2,20,0.731907546520233,0.9,0.0822714120149612,0.362333208322525,0,0,0
"Legislator 656","glp",32,5,5,18,0.637062013149261,0.833333333333333,-0.0585044249892235,0.382478922605515,0,0,0
"Legislator 657","glp",28,10,5,17,0.591263473033905,0.75,-0.139140784740448,0.611625075340271,0,0,0
"Legislator 658","glp",28,7,5,20,0.714252710342407,0.8,-0.0640666633844376,0.997945666313171,0,0,0
"Legislator 659","SP",34,4,3,19,0.779413104057312,0.883333333333333,0.324355036020279,-0.115101665258408,0,0,0
"Legislator 660","BDP",35,6,3,16,0.682689726352692,0.85,-0.0827866569161415,0.755333662033081,0,0,0
"Legislator 661","glp",36,3,4,17,0.761644661426544,0.883333333333333,0.0697156116366386,0.549972355365753,0,0,0
"Legislator 662","Grüne",36,1,0,23,0.913276612758636,0.983333333333333,0.686825275421143,-0.124704748392105,0,0,0
"Legislator 663","glp",31,6,4,19,0.672524094581604,0.833333333333333,-0.00433396967127919,0.919681251049042,0,0,0
"Legislator 664","glp",36,2,4,18,0.803031146526337,0.9,0.0689313113689423,0.679003715515137,0,0,0
"Legislator 665","SVP",20,6,2,32,0.704844236373901,0.866666666666667,-0.551399290561676,-0.139848724007607,0,0,0
"Legislator 666","Grüne",36,3,1,20,0.829674303531647,0.933333333333333,0.409137606620789,-0.467604398727417,0,0,0
"Legislator 667","Grüne",36,4,2,18,0.803064405918121,0.9,0.330550670623779,0.0247607212513685,0,0,0
"Legislator 668","SVP",20,6,5,29,0.6324822306633,0.816666666666667,-0.387374937534332,-0.376689404249191,0,0,0
"Legislator 669","Grüne",32,3,2,23,0.817829728126526,0.916666666666667,0.480097949504852,-0.877214908599854,0,0,0
"Legislator 670","Grüne",35,2,1,22,0.903423607349396,0.95,0.834094107151031,-0.328695297241211,0,0,0
"Legislator 671","Grüne",34,1,1,24,0.903103709220886,0.966666666666667,0.663183689117432,-0.454037398099899,0,0,0
"Legislator 672","SVP",19,6,7,28,0.684260964393616,0.783333333333333,-0.400467336177826,-0.148974433541298,0,0,0
"Legislator 673","SVP",15,9,7,29,0.579020380973816,0.733333333333333,-0.399040162563324,-0.152300506830215,0,0,0
"Legislator 674","FDP",19,9,2,30,0.72319757938385,0.816666666666667,-0.279707431793213,0.960085272789001,0,0,0
"Legislator 675","FDP",15,17,3,25,0.534094214439392,0.666666666666667,-0.156638517975807,-0.08051997423172,0,0,0
"Legislator 676","FDP",32,1,2,25,0.77593594789505,0.95,-0.101531609892845,0.994832336902618,0,0,0
"Legislator 677","FDP",16,8,8,28,0.619017064571381,0.733333333333333,-0.296009838581085,0.551976442337036,0,0,0
"Legislator 678","CVP",29,10,3,18,0.637330770492554,0.783333333333333,-0.0865902155637741,-0.347235143184662,0,0,0
"Legislator 679","CVP",26,9,3,22,0.62995982170105,0.8,-0.0619844570755959,-0.0448429398238659,0,0,0
"Legislator 680","CVP",23,8,3,26,0.62733405828476,0.816666666666667,-0.155245408415794,-0.51902437210083,0,0,0
"Legislator 681","CVP",25,6,4,25,0.645497381687164,0.833333333333333,-0.190157204866409,-0.0805913358926773,0,0,0
"Legislator 682","CVP",26,7,10,17,0.575117647647858,0.716666666666667,-0.106745578348637,0.0172283723950386,0,0,0
"Legislator 683","BDP",33,5,3,19,0.679150998592377,0.866666666666667,-0.0402122810482979,0.672569394111633,0,0,0
"Legislator 684","SP",38,4,1,17,0.756504118442535,0.916666666666667,0.316077321767807,0.140183389186859,0,0,0
"Legislator 685","SP",36,2,0,22,0.896780908107758,0.966666666666667,0.634076714515686,0.0935882329940796,0,0,0
"Legislator 686","SP",34,3,3,20,0.818194508552551,0.9,0.344653457403183,0.254784911870956,0,0,0
"Legislator 687","SP",31,3,9,17,0.661348700523376,0.8,0.145612508058548,-0.714745223522186,0,0,0
"Legislator 688","SP",34,2,4,20,0.786681532859802,0.9,0.278068780899048,-0.38560426235199,0,0,0
"Legislator 689","SP",32,2,2,24,0.83901846408844,0.933333333333333,0.511224567890167,-0.281567871570587,0,0,0
"Legislator 690","SVP",18,3,1,38,0.827215075492859,0.933333333333333,-0.922471702098846,0.0997551679611206,0,0,0
"Legislator 691","SVP",20,2,1,37,0.842118978500366,0.95,-0.951008021831512,0.309166371822357,0,0,0
"Legislator 692","SVP",18,3,8,31,0.718655526638031,0.816666666666667,-0.528984367847443,0.0228667408227921,0,0,0
"Legislator 693","FDP",23,5,5,27,0.689708471298218,0.833333333333333,-0.231497555971146,0.640457153320312,0,0,0
"Legislator 694","FDP",20,3,9,28,0.649311363697052,0.8,-0.279666990041733,0.324166685342789,0,0,0
"Legislator 695","SVP",20,8,4,28,0.688918590545654,0.8,-0.491098046302795,-0.0386529192328453,0,0,0
"Legislator 696","glp",36,1,3,20,0.823520123958588,0.933333333333333,0.215162754058838,0.976578176021576,0,0,0
"Legislator 697","SVP",19,6,6,29,0.681470155715942,0.8,-0.451951801776886,-0.641377627849579,0,0,0
"Legislator 698","CVP",24,14,5,17,0.560430407524109,0.683333333333333,-0.0903199017047882,0.0412349067628384,0,0,0
"Legislator 699","FDP",28,0,5,27,0.742011189460754,0.916666666666667,-0.288447260856628,0.957495748996735,0,0,0
"Legislator 700","CVP",33,8,5,14,0.594110429286957,0.783333333333333,0.0398151502013206,0.0841414034366608,0,0,0
"Legislator 701","FDP",24,4,8,24,0.683673083782196,0.8,-0.232999905943871,0.22164086997509,0,0,0
"Legislator 702","SP",37,1,4,18,0.807449460029602,0.916666666666667,0.39377549290657,-0.321240574121475,0,0,0
"Legislator 703","CVP",31,8,2,19,0.64848256111145,0.833333333333333,0.0068180225789547,-0.0484165698289871,0,0,0
"Legislator 704","glp",35,2,4,19,0.790065705776215,0.9,0.136660948395729,0.635928452014923,0,0,0
"Legislator 705","SVP",18,6,7,29,0.645296096801758,0.783333333333333,-0.400456219911575,-0.339257270097733,0,0,0
"Legislator 706","SP",34,1,1,24,0.896836161613464,0.966666666666667,0.715489268302917,-0.469084143638611,0,0,0
"Legislator 707","SP",37,1,1,21,0.914605259895325,0.966666666666667,0.980190277099609,-0.198058247566223,0,0,0
"Legislator 708","Grüne",36,0,1,23,0.936106443405151,0.983333333333333,0.998835027217865,-0.0215988978743553,0,0,0
"Legislator 709","Grüne",37,1,0,22,0.894022881984711,0.983333333333333,0.800043821334839,-0.599941670894623,0,0,0
"Legislator 710","BDP",30,8,5,17,0.629451096057892,0.783333333333333,-0.173120230436325,0.427661150693893,0,0,0
"Legislator 711","glp",32,7,0,21,0.75700169801712,0.883333333333333,-0.0125248664990067,0.99992161989212,0,0,0
"Legislator 712","glp",30,9,3,18,0.685277819633484,0.8,0.0911668911576271,0.415409207344055,0,0,0
"Legislator 713","SVP",20,5,3,32,0.71042811870575,0.866666666666667,-0.521503269672394,-0.47679203748703,0,0,0
"Legislator 714","Grüne",37,0,1,22,0.895849645137787,0.983333333333333,0.514570593833923,-0.652748942375183,0,0,0
"Legislator 715","glp",36,3,2,19,0.78091037273407,0.916666666666667,-0.024896027520299,0.999690055847168,0,0,0
"Legislator 716","glp",33,3,3,21,0.777003347873688,0.9,0.0996824949979782,0.632595479488373,0,0,0
"Legislator 717","glp",29,8,4,19,0.621825098991394,0.8,-0.095233865082264,0.250365734100342,0,0,0
"Legislator 718","glp",35,4,3,18,0.796870231628418,0.883333333333333,-0.0310958903282881,0.999516427516937,0,0,0
"Legislator 719","BDP",24,3,11,22,0.630852162837982,0.766666666666667,-0.238058164715767,0.145316421985626,0,0,0
"Legislator 720","SVP",20,5,11,24,0.561474621295929,0.733333333333333,-0.281831055879593,-0.818839609622955,0,0,0
"Legislator 721","SVP",18,7,3,32,0.662014961242676,0.833333333333333,-0.335952311754227,0.273787707090378,0,0,0
